id,rle_mask
b5cb0a5337,56 46 157 46 258 46 358 47 458 48 558 49 658 50 758 51 858 52 958 53 1058 54 1158 55 1258 56 1358 57 1458 58 1558 59 1658 60 1758 61 1859 61 1959 62 2060 62 2161 62 2262 62 2363 62 2463 63 2564 63 2665 63 2765 64 2866 64 2966 65 3067 65 3167 66 3268 66 3368 67 3468 68 3569 68 3669 69 3769 70 3870 70 3970 71 4070 72 4170 73 4270 74 4370 75 4471 75 4571 76 4672 76 4772 77 4872 78 4973 78 5073 79 5173 80 5273 81 5374 81 5474 82 5575 82 5675 83 5776 83 5877 83 5978 83 6079 83 6180 83 6281 83 6382 83 6483 83 6583 84 6684 84 6785 84 6885 85 6986 85 7086 86 7187 86 7288 86 7388 87 7489 87 7589 88 7690 88 7791 88 7892 88 7993 88 8095 87 8196 87 8297 87 8399 86 8500 86 8601 86 8702 86 8803 86 8904 86 9005 86 9106 86 9207 86 9308 86 9409 86 9510 86 9612 85 9713 85 9815 84 9916 84 10018 83 10120 82
b5dd684e36,
b5ddc25ebf,6312 23 6411 50 6511 55 6612 55 6712 56 6813 56 6914 56 7014 57 7115 57 7216 57 7316 58 7417 58 7518 58 7619 58 7720 58 7821 58 7922 58 8024 57 8125 57 8227 56 8329 55 8431 54 8533 53 8635 52 8737 51 8839 50 8941 49 9043 48 9145 47 9247 46 9348 46 9450 45 9552 44 9654 43 9757 41 9861 38 9963 37 10065 36 10167 35
b5e32a1b6f,
b5e9a12412,90 12 190 13 291 13 391 14 491 15 591 16 691 17 792 17 892 18 992 19 1093 19 1193 20 1293 21 1393 22 1494 22 1594 23 1695 23 1796 23 1897 23 1997 24 2098 24 2199 24 2300 24 2401 24 2502 24 2602 25 2703 25 2804 25 2904 26 3005 26 3105 27 3206 27 3306 28 3407 28 3508 28 3609 28 3710 28 3812 27 3914 26 4016 25 4118 24 4220 23 4322 22 4424 21 4526 20 4629 18 4731 17 4833 16 4935 15 5037 14 5139 13 5241 12 5343 11 5445 10 5546 10 5648 9 5749 9 5850 9 5952 8 6053 8 6155 7 6257 6 6358 6 6460 5 6561 5 6662 5 6763 5 6864 5 6965 5 7066 5 7167 5 7268 5 7369 5 7471 4 7573 3 7675 2
b5ed436d27,
b5f1babe63,7980 1 8081 2 8182 4 8283 4 8384 4 8485 3 8586 2 8687 1
b5f2602f5b,
00707c7864,2516 4 2615 8 2711 14 2811 18 2910 20 3008 23 3093 2 3102 1 3105 27 3185 48 3270 64 3367 68 3465 71 3562 75 3656 82 3753 86 3851 89 3951 90 4051 91 4152 91 4252 92 4353 92 4454 92 4556 91 4657 91 4760 89 4863 87 4967 84 5070 82 5173 80 5275 79 5377 78 5480 76 5584 73 5689 69 5792 67 5894 66 5997 64 6099 63 6201 62 6304 60 6406 59 6508 58 6610 57 6712 56 6814 55 6916 54 7018 53 7119 53 7221 52 7323 51 7425 50 7527 49 7629 48 7731 47 7833 46 7934 46 8034 47 8135 47 8236 47 8337 47 8438 47 8539 47 8641 46 8742 46 8843 46 8943 47 9044 47 9144 48 9245 48 9346 48 9446 49 9547 49 9647 50 9747 51 9847 52 9947 53 10046 55 10146 56
00c473f654,
01066c1de0,1 2121 2123 100 2225 99 2326 99 2426 201 2628 100 2731 98 2833 98 2936 95 3032 1 3038 94 3141 92 3245 89 3348 20 3369 66 3459 9 3472 64 3564 5 3575 62 3678 60 3781 58 3884 56 3987 54 4090 52 4193 9 4204 39 4299 3 4307 37 4410 35 4512 34 4615 32 4719 29 4822 27 4925 25 5028 23 5131 21 5233 20 5336 18 5438 17 5541 15 5643 14 5746 12 5849 10 5952 8 6057 4
014a31d53f,8586 1 8687 2 8788 4 8889 5 8990 7 9091 9 9192 11 9293 12 9394 13 9495 14 9596 15 9697 15 9798 15 9899 16 10000 16 10101 16
01a40c3405,
01f2262bf6,4243 2 4344 3 4445 4 4546 5 4647 6 4748 6 4849 7 4950 8 5051 8 5152 9 5253 9 5354 10 5455 11 5556 12 5657 12 5758 13 5859 14 5960 15 6061 17 6162 17 6263 18 6364 19 6465 19 6566 20 6667 20 6768 20 6869 20 6970 20 7071 20 7172 20 7273 20 7374 20 7475 20 7576 19 7677 19 7778 18 7879 18 7980 18 8081 18 8182 17 8283 17 8384 17 8485 17 8586 16 8687 16 8788 15 8889 15 8990 14 9091 13 9192 12 9293 11 9394 9 9495 8 9596 6 9697 5 9798 3 9899 2
0228455db0,
02677351df,
02b2e006c8,5652 5 5745 13 5838 21 5932 28 6024 37 6111 51 6198 65 6286 78 6379 86 6469 3733
02fedd0c79,
0373bd8d6c,47 55 147 56 248 56 348 57 449 57 549 58 650 58 750 59 851 59 952 59 1052 60 1153 60 1254 60 1354 61 1455 61 1556 61 1657 61 1758 61 1859 61 1961 60 2063 59 2165 58 2267 57 2369 56 2470 56 2570 57 2671 57 2771 58 2872 58 2972 59 3072 60 3172 61 3272 62 3372 63 3472 64 3573 64 3674 64 3775 64 3876 64 3977 64 4079 63 4180 63 4281 63 4383 62 4484 62 4585 62 4686 62 4786 63 4887 63 4987 64 5088 64 5189 64 5290 64 5391 64 5492 64 5593 64 5694 64 5795 64 5896 64 5996 65 6097 65 6197 66 6298 66 6399 66 6500 66 6602 65 6703 65 6804 65 6905 65 7006 65 7107 65 7208 65 7309 65 7411 64 7513 63 7615 62 7718 60 7820 59 7921 59 8022 59 8124 58 8224 59 8324 60 8423 62 8522 64 8622 65 8723 65 8824 65 8925 65 9027 64 9128 64 9230 63 9332 62 9434 61 9536 60 9638 59 9740 58 9841 58 9942 58 10043 58 10144 58
03c7e68cbb,
0416ba85bb,1 47 102 47 203 46 304 45 405 44 506 42 607 41 708 40 809 39 910 38 1011 37 1112 36 1213 35 1314 35 1415 34 1516 34 1617 33 1718 32 1819 32 1920 31 2021 30 2122 30 2223 29 2324 29 2425 28 2526 28 2627 28 2728 28 2829 28 2930 28 3031 28 3132 28 3233 28 3334 28 3435 29 3536 29 3637 30 3738 30 3839 32 3940 33 4041 35 4142 37 4243 38 4344 40 4445 41 4546 43 4647 44 4748 45 4850 45 4952 45 5053 46 5155 46 5257 47 5358 48 5460 49 5562 50 5663 52 5764 53 5866 55 5967 56 6068 58 6169 59 6270 60 6371 61 6472 62 6573 63 6674 64 6775 65 6876 67 6977 68 7078 70 7179 72 7280 74 7380 76 7481 78 7582 78 7682 80 7783 81 7884 82 7984 83 8085 84 8185 86 8285 87 8386 88 8486 89 8586 91 8687 91 8788 91 8889 91 8990 91 9091 91 9192 91 9293 90 9394 90 9495 89 9596 89 9697 88 9798 88 9899 88 10000 87 10101 87
048763f628,
04e5ecfbde,
053e7d3043,7677 7 7778 9 7879 15 7980 25 8081 28 8182 29 8222 8 8237 3 8283 32 8321 24 8384 72 8460 6 8485 86 8586 88 8687 92 8788 95 8889 97 8990 1212
05b9a246c6,41 14 142 16 243 17 344 19 445 21 546 23 647 25 748 26 849 28 950 31 1050 34 1149 38 1249 41 1350 42 1451 43 1552 44 1654 43 1755 43 1856 44 1958 43 2059 43 2160 43 2261 43 2362 42 2463 42 2563 43 2664 43 2765 42 2866 41 2966 30 3004 2 3067 29 3168 28 3269 28 3370 28 3471 28 3572 27 3673 27 3774 27 3875 27 3976 26 4077 25 4178 25 4279 24 4380 23 4483 6
0611452742,
065dae68d5,3 99 104 99 204 100 305 9897
06b111b02d,
265e948e47,8685 2 8784 4 8884 5 8984 6 9083 8 9183 9 9282 11 9382 12 9481 14 9581 15 9680 17 9780 18 9880 19 9979 21 10079 22 10179 23
265f09083e,1 17 102 17 203 16 304 14 405 12 506 11 607 9 708 8 809 6 910 5 1011 4 1112 2
2662f5581a,
266496989f,1 3536 3542 7 3557 80 3663 75 3780 35 3823 16 3885 24
266653cd84,
2675797f52,1 9494 9503 93 9607 62 9674 23 9713 23 9737 33 9778 20 9830 6 9842 8 9855 15 9880 19 9957 12 9983 17 10059 10 10086 15 10160 4 10188 14
2675a2f9b6,1 8484 8495 91 8601 86 8708 80 8812 77 8916 74 9024 67 9131 61 9235 58 9338 56 9442 53 9545 51 9648 49 9751 47 9854 45 9956 44 10058 43 10159 43
267d02b0fd,72 11 173 11 275 11 376 11 477 11 578 12 679 12 780 12 882 11 983 11 1084 12 1185 12 1287 11 1388 11 1489 11 1590 11 1692 10 1793 11 1894 11 1995 11 2096 12 2198 11 2299 11 2400 11 2501 12 2603 11 2704 11 2805 11 2906 11 3007 11 3109 11 3210 11 3311 11 3412 11 3513 12 3614 12 3716 11 3817 12 3918 12 4019 12 4120 12 4221 13 4322 13 4423 13 4524 13 4626 13 4727 13 4828 13 4929 13 5030 13 5132 12 5233 12 5334 12 5435 12 5537 11 5638 11 5739 11 5841 10 5942 10 6043 10 6145 9 6246 9 6348 8 6449 7 6552 4
267e4768a6,
267efbb1f8,34 68 137 66 254 50 364 41 471 35 575 32 679 29 783 26 887 23 991 20 1095 17 1202 11 1308 6
26831e1535,37 65 139 64 240 64 341 64 441 65 542 65 642 66 743 66 844 66 945 66 1046 66 1147 66 1248 66 1349 66 1450 66 1551 66 1652 66 1752 67 1853 67 1954 67 2055 67 2156 67 2257 67 2358 67 2459 67 2561 66 2662 66 2763 66 2864 66 2965 66 3066 66 3167 66 3268 66 3369 66 3470 66 3571 66 3671 67 3772 67 3873 67 3975 66 4076 66 4177 66 4278 66 4379 66 4480 66 4582 65 4683 65 4784 65 4886 64 4987 64 5088 64 5189 64 5290 64 5392 63 5493 63 5594 63 5695 63 5796 63 5897 63 5999 62 6100 62 6201 62 6302 62 6403 62 6503 63 6604 63 6705 63 6806 63 6907 63 7009 62 7110 62 7211 62 7312 62 7413 62 7515 61 7616 61 7717 61 7818 61 7919 61 8020 61 8121 61 8222 61 8323 61 8425 60 8526 60 8627 60 8728 60 8829 60 8930 60 9031 60 9132 60 9233 60 9334 60 9435 60 9536 60 9637 60 9738 60 9838 61 9939 61 10040 61 10141 61
2690474e7d,
26943026b5,1 23 102 24 203 24 304 25 405 26 506 27 607 28 708 29 809 31 910 32 1011 34 1112 36 1213 37 1314 39 1415 41 1516 42 1617 44 1718 46 1819 49 1920 52 2021 54 2122 56 2223 58 2324 59 2425 60 2526 62 2627 64 2728 66 2829 68 2930 70 3031 72 3132 73 3233 75 3334 77 3435 79 3536 81 3637 83 3738 85 3839 87 3940 89 4041 91 4142 92 4243 94 4344 95 4445 97 4546 98 4647 100 4748 5454
269bd08c22,
269dca6e32,1 8784 8788 97 8889 96 8990 95 9091 95 9192 95 9293 95 9394 95 9495 95 9596 96 9697 96 9798 96 9899 97 10000 97 10101 98
26a0a33c8c,
26a380a4b8,5055 16 5154 24 5253 29 5354 32 5455 34 5556 37 5658 38 5760 39 5863 40 5965 42 6067 44 6169 47 6271 52 6373 57 6475 60 6576 63 6678 65 6779 69 6880 73 6982 74 7084 75 7186 77 7288 79 7391 81 7493 83 7595 82 7698 80 7800 79 7902 78 8004 77 8105 77 8207 76 8308 76 8410 75 8511 75 8612 75 8713 75 8815 74 8916 74 9017 74 9119 73 9220 73 9322 72 9423 72 9525 71 9627 70 9729 69 9831 68 9933 67 10035 66 10137 65
26a59c7514,1 30 102 31 203 31 304 31 405 32 506 32 607 32 708 33 809 33 910 34 1011 34 1112 35 1213 35 1314 36 1415 37 1516 37 1617 38 1718 38 1819 39 1920 39 2021 39 2122 40 2223 40 2324 40 2425 40 2526 41 2627 42 2728 42 2829 43 2930 43 3031 44 3132 44 3233 44 3334 44 3435 44 3536 45 3637 45 3738 45 3839 45 3940 45 4041 45 4142 46 4243 46 4344 46 4445 47 4546 47 4647 48 4748 48 4849 48 4950 49 5051 49 5152 50 5253 50 5354 51 5455 51 5556 52 5657 52 5758 53 5859 53 5960 54 6061 54 6162 55 6263 56 6364 56 6465 57 6566 58 6667 58 6768 59 6869 60 6970 60 7071 61 7172 62 7273 62 7374 63 7475 64 7576 65 7677 65 7778 66 7879 67 7980 68 8081 68 8185 66 8289 64 8394 60 8498 58 8601 56 8704 55 8808 52 8914 47 9018 45 9123 42 9227 39 9332 36 9439 31 9544 28 9647 27 9750 26 9853 26 9956 26 10058 26 10161 26
26a5f0bd74,1 3636 3638 100 3740 99 3842 98 3941 107 4050 99 4150 6052
26ade8f8ce,
26afdd76b5,1 54 102 53 203 53 304 52 405 51 506 50 607 49 708 49 809 48 910 47 1011 47 1112 46 1213 46 1314 45 1415 45 1516 44 1617 44 1718 44 1819 43 1920 43 2021 42 2122 41 2223 41 2324 40 2425 40 2526 39 2627 39 2728 38 2829 38 2930 38 3031 37 3132 37 3233 36 3334 35 3435 34 3536 33 3637 33 3738 32 3839 31 3940 31 4041 30 4142 30 4243 29 4344 29 4445 28 4546 28 4647 28 4748 28 4849 28 4950 28 5051 28 5152 28 5253 28 5354 27 5455 27 5556 26 5657 24 5758 23 5859 21 5960 20 6061 19 6162 18 6263 17 6364 17 6465 16 6566 15 6667 15 6768 14 6869 14 6970 13 7071 12 7172 11 7273 11 7374 10 7475 9 7576 8 7677 7 7778 6 7879 6 7980 5 8081 5 8182 4 8283 3 8384 1
d84535e5f6,1 302 304 98 405 97 506 96 607 96 708 95 809 94 910 93 1011 92 1112 91 1213 90 1314 89 1415 88 1516 87 1617 86 1718 86 1819 85 1920 85 2021 85 2122 84 2223 84 2324 83 2425 81 2526 79 2627 76 2728 73 2829 67 2930 64 3031 62 3132 61 3233 61 3334 61 3435 61 3536 61 3637 61 3738 60 3839 58 3940 55 4041 47 4142 42 4243 39 4344 35 4445 31 4546 28 4647 25 4748 22 4851 17
d84b3632d2,
d84c0443ef,1 20 102 19 203 18 304 17 405 16 506 15 607 14 708 14 809 13 910 13 1011 12 1112 12 1213 11 1314 11 1415 11 1516 10 1617 10 1718 10 1819 10 1920 10 2021 9 2122 9 2223 9 2324 8 2425 8 2526 8 2627 8 2728 8 2829 8 2930 8 3031 7 3132 7 3233 7 3334 7 3435 6 3536 6 3637 6 3738 5 3839 5 3940 5 4041 5 4142 5 4243 5 4344 5 4445 5 4546 5 4647 5 4748 5 4849 5 4950 6 5051 6 5152 6 5253 6 5354 6 5455 5 5556 5 5657 5 5758 5 5859 5 5960 4 6061 4 6162 4 6263 4 6364 3 6465 3 6566 2 6667 1
d84d285b26,1 95 102 97 203 9999
d84e84d367,
d84ed53d33,
d84f620e57,27 45 129 43 231 42 335 38 439 33 543 28 647 23 750 19 853 14
d853da3c22,1 85 102 85 203 85 304 84 405 85 506 85 607 85 708 86 809 86 910 87 1011 87 1112 88 1213 90 1314 91 1415 92 1516 93 1617 95 1718 96 1821 95 1925 94 2028 94 2131 92 2233 91 2336 89 2439 87 2542 85 2645 83 2748 81 2852 78 2957 74 3061 71 3166 67 3270 64 3374 61 3478 58 3582 55 3685 53 3788 51 3891 49 3994 47 4097 45 4200 43 4303 41 4406 39 4509 37 4612 35 4714 34 4816 33 4919 31 5021 30 5122 30 5224 29 5325 29 5427 28 5528 28 5629 28 5731 27 5832 27 5934 26 6035 26 6136 26 6237 26 6338 26 6439 26 6540 26 6641 26 6742 26 6843 26 6944 26 7045 26 7146 26 7247 26 7349 25 7451 24 7552 24 7654 23 7755 23 7857 22 7959 21 8060 21 8162 20 8263 20 8365 19 8467 18 8569 17 8671 16 8773 15 8875 14 8977 13 9080 11 9183 9 9285 8 9388 6 9490 5 9593 3 9695 2
d859e715d4,1 8985 8990 92 9091 88 9192 84 9293 82 9394 79 9495 77 9596 74 9697 72 9798 70 9899 67 10000 65 10101 64
d864cf03a1,39 27 140 27 241 27 342 27 442 28 543 28 643 29 744 29 845 29 945 31 1046 31 1147 31 1248 32 1348 34 1450 34 1551 34 1652 35 1753 35 1855 34 1956 34 2057 34 2158 33 2259 33 2360 33 2461 33 2562 33 2661 36 2761 37 2860 39 2960 39 3059 41 3159 42 3259 42 3359 41 3460 40 3560 40 3661 40 3761 40 3862 39 3962 39 4063 38 4163 38 4264 38 4364 38 4464 39 4564 40 4664 41 4764 42 4864 43 4964 44 5064 45 5164 46 5263 48 5362 50 5461 52 5560 54 5658 57 5758 59 5859 59 5960 60 6061 61 6162 61 6263 62 6364 63 6467 62 6569 61 6671 60 6772 60 6874 59 6976 57 7077 56 7179 54 7280 53 7382 51 7484 49 7585 47 7687 45 7788 44 7890 42 7991 41 8092 40 8193 39 8294 39 8394 38 8494 38 8594 38 8693 38 8793 37 8892 38 8991 39 9091 38 9192 37 9293 36 9394 35 9495 34 9596 33 9697 33 9798 32 9899 32 10000 32 10101 32
d86ca1254a,2426 19 2502 3 2526 24 2593 61 2685 74 2777 87 2868 2564 5453 75 5556 69 5657 67 5758 64 5859 58 5960 55 6061 52 6162 49 6263 44 6364 40 6465 36 6566 33 6667 29 6768 26 6869 24 6970 22 7071 20 7172 18 7273 16 7374 14 7475 13 7576 11 7677 9 7778 6 7879 4 7980 2
d86dc56bdc,1 33 102 33 203 33 304 32 405 32 506 32 607 32 708 31 809 31 910 31 1011 31 1112 30 1213 30 1314 30 1415 30 1516 30 1617 30 1718 30 1819 30 1920 30 2021 30 2122 30 2223 30 2324 30 2425 30 2526 30 2627 30 2728 29 2829 29 2930 29 3031 28 3132 28 3233 27 3334 27 3435 27 3536 26 3637 26 3738 25 3839 25 3940 24 4041 24 4142 23 4243 23 4344 23 4445 22 4546 22 4647 22 4748 21 4849 21 4950 20 5051 20 5152 19 5253 19 5354 19 5455 18 5556 18 5657 18 5758 18 5859 18 5960 18 6061 17 6162 17 6263 17 6364 17 6465 17 6566 17 6667 16 6768 16 6869 15 6970 15 7071 14 7172 13 7273 13 7374 12 7475 12 7576 11 7677 11 7778 11 7879 10 7980 10 8081 10 8182 10 8283 9 8384 9 8485 9 8586 9 8687 9 8788 9 8889 9 8990 9 9091 9 9192 8 9293 8 9394 8 9495 7 9596 7 9697 7 9798 6 9899 6 10000 6 10101 6
d879349c6e,
d87bfe2c9a,
d87eca88a6,1 8888 8894 96 8997 94 9100 92 9203 21 9226 67 9305 18 9330 64 9407 17 9434 61 9508 16 9539 57 9610 14 9644 5 9652 2 9655 42 9711 13 9757 41 9812 12 9859 40 9912 12 9962 38 10012 11 10066 35 10113 10 10171 31
d8807e8abf,8182 1 8283 6 8384 10 8410 4 8485 34 8586 36 8687 40 8788 44 8889 47 8990 50 9091 55 9192 63 9293 65 9394 66 9495 67 9596 68 9697 69 9798 69 9899 70 10000 71 10101 71
d884aa82ab,
d88eaf77d3,32 70 133 70 234 70 335 70 436 70 537 70 639 69 740 69 841 69 942 69 1043 69 1143 70 1244 70 1345 70 1446 70 1547 70 1648 70 1749 70 1850 70 1951 70 2052 70 2153 70 2254 70 2355 70 2456 70 2557 70 2659 69 2760 69 2861 69 2962 69 3063 69 3164 69 3265 69 3366 69 3467 69 3568 69 3668 70 3769 70 3870 70 3971 70 4071 71 4171 72 4272 72 4373 72 4473 73 4574 73 4674 74 4775 74 4875 75 4975 76 5076 76 5177 76 5278 76 5379 76 5480 76 5581 76 5683 75 5784 75 5885 75 5986 75 6087 75 6188 75 6289 75 6390 75 6491 75 6591 76 6692 76 6792 77 6893 77 6993 78 7093 79 7194 79 7295 79 7395 80 7496 80 7597 80 7697 81 7798 81 7899 81 8000 81 8101 81 8202 81 8303 81 8404 81 8505 81 8606 81 8707 81 8808 81 8909 81 9011 80 9112 80 9214 79 9315 79 9416 79 9518 78 9619 78 9721 77 9823 76 9925 75 10027 74 10129 73
d89124eac2,
d89411d9d1,
d8993ae908,9091 6 9160 1 9192 12 9256 11 9293 28 9354 26 9394 32 9441 45 9495 95 9596 97 9697 505
d89c8c4e3b,8888 1 8989 1 9089 2 9190 2 9291 2 9392 2 9492 3 9593 3 9695 2 9796 2 9897 2 9998 2 10100 1
d8a4c11479,59 43 159 44 259 45 358 47 457 49 555 52 653 55 752 57 851 59 951 60 1052 60 1153 60 1254 60 1355 60 1456 60 1557 60 1659 59 1760 59 1861 59 1962 59 2062 60 2163 60 2264 60 2364 61 2465 61 2565 62 2665 63 2765 64 2866 64 2966 65 3067 65 3167 66 3267 67 3367 68 3466 70 3565 72 3665 73 3766 73 3866 74 3967 74 4068 74 4169 74 4270 74 4370 75 4471 75 4572 75 4673 75 4773 76 4875 75 4976 75 5077 75 5179 74 5281 73 5383 72 5485 71 5588 69 5690 68 5793 66 5896 64 5999 62 6101 61 6202 61 6304 60 6405 60 6506 60 6606 61 6706 62 6807 62 6907 63 7008 63 7108 64 7208 65 7309 65 7409 66 7510 66 7610 67 7711 67 7812 67 7913 67 8014 67 8116 66 8217 66 8319 65 8424 61 8528 58 8631 56 8734 54 8837 52 8940 50 9043 48 9147 45 9251 42 9354 40 9457 38 9560 36 9663 34 9765 33 9867 32 9968 32 10069 32 10171 31
d8ad9966ba,
d8af997922,3534 2 3633 4 3733 5 3833 6 3909 8 3932 8 4000 4 4006 15 4030 11 4099 43 4199 44 4300 44 4401 44 4502 44 4604 43 4706 42 4808 41 4910 40 5013 38 5115 37 5217 36 5319 35 5421 34 5523 33 5624 33 5726 32 5828 31 5929 31 6031 30 6133 29 6235 28 6336 28 6438 27 6540 26 6642 25 6744 24 6846 23 6947 23 7049 22 7151 21 7253 20 7355 19 7456 19 7558 18 7659 18 7761 17 7862 17 7963 17 8064 17 8165 17 8266 17 8368 16 8469 16 8570 16 8672 15 8773 15 8875 14 8977 13 9078 13 9180 12 9282 11 9384 10 9486 9 9588 8 9690 7 9792 6 9895 4 9997 3 10099 2 10200 2
d8b065d0eb,3938 2 4038 3 4136 6 4234 9 4330 14 4422 23 4514 32 4606 41 4700 48 4799 50 4899 51 4998 53 5097 55 5196 57 5295 59 5394 61 5492 64 5591 66 5691 67 5791 68 5893 67 5994 67 6095 67 6196 67 6297 67 6397 68 6497 69 6597 70 6697 71 6797 72 6896 74 6996 75 7096 76 7196 77 7297 77 7397 78 7497 79 7597 80 7697 81 7796 83 7896 84 7995 86 8095 87 8194 89 8294 90 8394 91 8494 92 8593 94 8693 95 8793 96 8893 97 8993 98 9093 1109
d8b24dc645,
6f4fce059a,1 3434 3441 95 3550 87 3659 79 3764 75 3872 68 3982 59 4091 51 4197 46 4302 42 4409 36 4526 20
6f509c9790,
6f533a271d,4945 5 5043 8 5141 11 5239 14 5337 17 5435 20 5533 23 5630 27 5727 31 5823 36 5919 41 6015 46 6110 52 6207 56 6304 60 6402 63 6500 66 6598 69 6696 72 6795 74 6892 78 6989 82 7086 86 7183 90 7281 93 7380 95 7479 97 7578 2624
6f533e9f3e,9291 2 9389 5 9485 10 9579 17 9674 23 9770 28 9866 33 9964 36 10061 40 10159 43
6f582d4023,
6f5865ccfb,
6f5968f78b,5333 5 5431 11 5530 16 5554 2 5631 26 5725 2 5731 27 5823 36 5920 40 6003 58 6102 60 6179 3 6188 3 6192 3 6202 61 6277 87 6378 87 6478 88 6579 90 6675 96 6775 98 6875 3327
6f5da258a5,
6f5eebb896,
6f6ed73e26,56 2 156 4 257 4 357 5 459 4 560 4 661 2 7922 10 8017 22 8114 30 8212 34 8309 38 8402 47 8498 52 8593 58 8690 62 8788 65 8889 65 8990 65 9091 65 9192 64 9293 64 9394 63 9495 61 9596 60 9697 56 9798 53 9899 52 10000 50 10101 49
6f7396cb07,1 55 102 55 203 55 304 55 405 55 506 55 607 55 708 55 809 55 910 55 1011 55 1112 55 1213 55 1314 55 1415 55 1516 54 1617 54 1718 54 1819 54 1920 53 2021 53 2122 52 2223 52 2324 52 2425 51 2526 51 2627 51 2728 50 2829 50 2930 50 3031 50 3132 50 3233 50 3334 50 3435 50 3536 50 3637 50 3738 50 3839 50 3940 51 4041 52 4142 53 4243 54 4344 55 4445 56 4546 58 4647 58 4748 59 4849 60 4950 61 5051 63 5152 64 5253 65 5354 66 5455 67 5556 68 5657 68 5758 69 5859 70 5960 71 6061 72 6162 72 6263 73 6364 74 6465 75 6566 76 6667 76 6768 77 6869 77 6970 78 7071 79 7172 79 7273 80 7374 81 7475 81 7576 82 7677 83 7778 84 7879 84 7980 85 8081 86 8182 86 8283 87 8384 88 8485 88 8586 89 8687 89 8788 90 8889 90 8990 91 9091 92 9192 92 9293 93 9394 93 9495 94 9596 94 9697 95 9798 95 9899 95 10000 96 10101 96
6f750b8a0d,1 202 205 99 309 96 411 95 514 93 616 92 719 90 821 89 925 86 1028 84 1131 82 1237 77 1348 67 1452 64 1557 60 1662 56 1766 53 1871 49 1975 46 2079 43 2183 40 2286 38 2388 37 2491 35 2593 34 2695 33 2797 32 2899 31 3001 30 3102 30 3204 29 3306 28 3409 26 3511 25 3614 23 3717 21 3819 20 3922 18 4026 15 4129 13 4232 11 4335 9 4438 7 4541 5 4644 3 4747 1
6f755aad25,6261 2 6361 3 6460 5 6560 6 6659 8 6758 10 6858 11 6957 13 7057 14 7157 15 7257 16 7357 17 7457 18 7557 19 7656 21 7756 22 7856 23 7956 24 8057 24 8157 25 8257 26 8357 27 8457 28 8557 29 8657 30 8757 31 8857 32 8956 34 9056 35 9156 36 9255 38 9355 39 9455 40 9555 41 9655 42 9755 43 9855 44 9955 44 10055 44 10155 44
6f75868949,30 20 129 23 229 24 329 26 429 28 530 29 630 30 731 31 832 32 934 32 1036 32 1139 30 1241 30 1344 28 1446 28 1548 28 1651 27 1755 26 1859 24 1965 22 2067 23 2169 24 2271 27 2373 31 2475 33 2576 37 2677 41 2778 44 2880 46 2981 48 3083 49 3185 48 3287 47 3388 47 3490 46 3592 45 3693 45 3795 44 3896 44 3998 43 4099 43 4200 43 4301 43 4403 42 4504 42 4605 42 4706 42 4807 42 4908 42 5009 42 5110 42 5211 42 5312 42 5413 42 5513 43 5614 43 5715 43 5815 44 5916 44 6017 44 6117 45 6218 45 6319 45 6420 45 6521 45 6622 45 6723 45 6824 45 6925 45 7026 45 7126 46 7227 46 7327 47 7428 47 7528 48 7629 48 7730 48 7830 49 7931 49 8031 50 8132 50 8233 50 8333 51 8434 51 8534 52 8635 52 8735 53 8835 54 8935 55 9035 56 9135 57 9235 58 9335 59 9435 60 9535 61 9635 62 9735 63 9835 64 9935 65 10034 67 10134 68
6f770862bf,1 10201
6f843d8fdd,74 28 175 28 276 28 376 29 476 30 577 30 678 30 779 30 880 30 981 30 1083 29 1184 29 1285 29 1386 29 1487 29 1588 29 1689 29 1790 29 1890 30 1990 31 2090 32 2190 33 2289 35 2389 36 2490 36 2591 36 2692 36 2793 36 2895 35 2997 34 3099 31 3202 26 3304 23 3405 20 3507 17 3608 14 3711 10 3816 3
6f8f441aaa,
a3e067edd8,1 42 102 42 203 41 304 40 405 39 506 37 607 36 708 33 809 31 910 27 1011 23 1112 20 1213 19 1314 18 1415 17 1516 16 1617 15 1718 14 1819 13 1920 12 2021 10 2122 9 2223 8 2324 6 2425 5 2526 3 2627 1
a3e5e1d301,
a3e85ba277,1 85 102 85 203 85 304 85 405 86 506 86 607 86 708 86 809 86 910 86 1011 86 1112 86 1213 86 1314 86 1415 86 1516 86 1617 86 1718 86 1819 86 1920 86 2021 86 2122 86 2223 86 2324 86 2425 86 2526 86 2627 86 2728 85 2829 85 2930 85 3031 85 3132 85 3233 85 3334 85 3435 84 3536 84 3637 84 3738 83 3839 83 3940 82 4041 82 4142 82 4243 82 4344 81 4445 81 4546 81 4647 81 4748 81 4849 81 4950 80 5051 80 5152 80 5253 80 5354 79 5455 79 5556 79 5657 78 5758 78 5859 78 5960 78 6061 78 6162 78 6263 78 6364 78 6465 78 6566 78 6667 78 6768 78 6869 78 6970 79 7071 79 7172 80 7273 80 7374 81 7475 82 7576 83 7677 84 7778 85 7879 86 7980 87 8081 88 8182 89 8283 90 8384 92 8485 93 8586 95 8687 96 8788 98 8889 100 8990 1212
